Block,Month,Year,Season,TotalLegalsRetained,MeanCPUE,TotalShorts,MeanDepth,MaxDepth,MeanNightsInWater,TotalTrapsPulled
685,11,2007,2007-08,623,0.692130463,NA,56.60714286,80,4.357142857,890
687,11,2007,2007-08,431,0.656413113,NA,33.88888889,50,4.185185185,810
688,11,2007,2007-08,450,0.570888889,NA,34.33333333,50,3.933333333,785
689,11,2007,2007-08,478,0.73416432,132,25.90909091,40,3.727272727,680
708,11,2007,2007-08,1344,0.564620324,NA,33.39534884,80,3.837209302,3098
709,11,2007,2007-08,786,0.435098919,NA,42.2826087,70,NA,1893
710,11,2007,2007-08,405,0.641071551,198,28.61111111,50,3.833333333,670
711,11,2007,2007-08,907,0.507752806,192,28.68421053,50,4.210526316,2100
719,11,2007,2007-08,2935,0.371908351,NA,58.21008403,160,3.764705882,7818
720,11,2007,2007-08,1854,0.486445515,NA,63.47945205,120,3.424657534,3889
737,11,2007,2007-08,1139,0.367145069,NA,36.59183673,48,3.326530612,3422
738,11,2007,2007-08,952,0.306508745,3128,34.68421053,55,3.350877193,3363
756,11,2007,2007-08,1443,0.214199373,6044,32.00961538,60,3.355769231,6722
757,11,2007,2007-08,1381,0.222910919,NA,32.13483146,60,3.393258427,6127
762,11,2007,2007-08,1101,0.858258657,1216,41.31578947,80,4,1410
765,11,2007,2007-08,901,1.358583972,NA,36.25,65,3.875,677
801,11,2007,2007-08,381,0.329125112,1736,39.48,85,3.52,1400
807,11,2007,2007-08,1642,0.669921224,3300,42.14285714,60,3.821428571,1998
813,11,2007,2007-08,2006,0.706915651,NA,60.82608696,120,4.086956522,3220
814,11,2007,2007-08,551,0.49142315,146,77.94117647,100,3.823529412,1174
821,11,2007,2007-08,896,0.405417018,NA,38.93333333,65,3.577777778,2173
822,11,2007,2007-08,404,0.278152318,2443,40.76470588,70,3.588235294,1521
842,11,2007,2007-08,967,0.384353848,NA,50.09433962,150,3.679245283,2458
850,11,2007,2007-08,2020,1.027015654,2837,121.6666667,200,4.133333333,1842
860,11,2007,2007-08,16394,0.417140557,NA,61.65789474,210,NA,40602
867,11,2007,2007-08,513,1.073216322,930,125.7142857,200,4.142857143,415
877,11,2007,2007-08,566,0.405010822,973,40.35714286,50,3.571428571,1190
652,12,2007,2007-08,1004,0.473977864,2469,69.86842105,150,3.894736842,2655
653,12,2007,2007-08,668,0.671411583,1871,50.046875,95,4.5625,1403
654,12,2007,2007-08,1076,0.635781879,NA,61.75,90,4.708333333,2200
655,12,2007,2007-08,474,0.452506425,NA,55.69230769,180,4.769230769,1105
656,12,2007,2007-08,259,0.482553323,256,97.6,180,4.733333333,519
665,12,2007,2007-08,1138,0.794827323,1162,39.42105263,85,NA,1664
680,12,2007,2007-08,982,0.480589315,1083,45.47619048,90,3.476190476,2192
681,12,2007,2007-08,393,0.485844132,440,42.77777778,70,3.888888889,941
683,12,2007,2007-08,419,1.790582174,75,64.83333333,76,6.583333333,268
684,12,2007,2007-08,538,0.564772262,237,37.5,45,3.857142857,1835
687,12,2007,2007-08,690,0.513958888,NA,53.92857143,75,4.857142857,1434
688,12,2007,2007-08,821,0.437184111,NA,60.4,90,4.68,1918
689,12,2007,2007-08,587,0.466931485,398,54.47058824,75,4.823529412,1297
708,12,2007,2007-08,1232,0.433195136,NA,32.575,60,NA,3268
709,12,2007,2007-08,653,0.611849738,NA,39.80769231,60,5.038461538,1166
710,12,2007,2007-08,165,0.510516912,NA,37.5,50,5.5,352
711,12,2007,2007-08,1272,0.642426053,NA,55.95238095,80,5.238095238,2236
712,12,2007,2007-08,437,0.393267615,106,52.69230769,60,5,1175
719,12,2007,2007-08,3822,0.416977467,NA,66.71296296,120,3.638888889,8421
720,12,2007,2007-08,2245,0.63919565,NA,68.94505495,120,3.549450549,4453
737,12,2007,2007-08,1087,0.380622039,NA,37.56603774,50,3.471698113,3198
738,12,2007,2007-08,699,0.286787768,1649,38.1,80,3.36,2774
756,12,2007,2007-08,1469,0.283531738,4387,36.59302326,135,3.720930233,5403
757,12,2007,2007-08,1254,0.257210547,3676,34.16470588,60,3.447058824,5206
762,12,2007,2007-08,279,0.608037628,461,52.69230769,80,5.153846154,808
813,12,2007,2007-08,2330,0.937740252,458,82.72727273,120,4.363636364,2807
821,12,2007,2007-08,327,0.51155877,1910,51.36363636,65,4.090909091,780
822,12,2007,2007-08,405,0.281528752,3576,47.41935484,60,3.741935484,1541
842,12,2007,2007-08,457,0.437577888,NA,47.09677419,150,4.322580645,1095
850,12,2007,2007-08,541,0.682976191,1529,149.375,200,3.75,695
860,12,2007,2007-08,8575,0.369446101,NA,63.94559585,180,4.20984456,23250
652,1,2008,2007-08,535,0.335225635,2105,81.12,150,4.38,1764
653,1,2008,2007-08,407,0.632711926,902,57.03703704,110,5.555555556,656
654,1,2008,2007-08,937,1.121019406,2044,67.08333333,90,5.375,1400
655,1,2008,2007-08,242,0.448518519,731,64.66666667,180,4.6,545
680,1,2008,2007-08,447,0.377374126,514,59.1,85,3.85,1178
681,1,2008,2007-08,455,0.399973157,430,58.33333333,85,4.5,1356
684,1,2008,2007-08,812,0.644652611,NA,56.66666667,100,5.8,1925
686,1,2008,2007-08,127,0.623039216,NA,60,70,NA,214
687,1,2008,2007-08,675,0.951803632,222,61.2,90,NA,1100
688,1,2008,2007-08,1298,0.664800325,NA,60.53571429,80,5.214285714,2105
689,1,2008,2007-08,1387,0.821892836,639,61.9047619,75,5.333333333,1723
708,1,2008,2007-08,1243,0.534823737,NA,35.89655172,60,5.620689655,2571
709,1,2008,2007-08,971,1.021579784,NA,43.83333333,60,NA,1091
711,1,2008,2007-08,1794,0.776947034,NA,63,90,5.32,2415
712,1,2008,2007-08,881,0.602307692,NA,53.68421053,60,5.263157895,1503
719,1,2008,2007-08,6119,0.65256408,NA,65.95959596,100,3.888888889,8075
720,1,2008,2007-08,1709,0.646732956,2561,76.63380282,120,3.478873239,3462
737,1,2008,2007-08,530,0.343243296,1549,38.23684211,50,3.789473684,1617
738,1,2008,2007-08,622,0.327854268,1711,40.13888889,55,3.777777778,2268
756,1,2008,2007-08,815,0.27418035,2413,36.96666667,55,3.783333333,3629
757,1,2008,2007-08,869,0.224988977,2656,34.84615385,50,3.602564103,4624
813,1,2008,2007-08,1587,0.784775298,469,78.5,120,5.2,2216
814,1,2008,2007-08,1120,0.718867953,278,86,100,5,1429
821,1,2008,2007-08,188,0.348333333,1440,45.27777778,65,4,545
822,1,2008,2007-08,192,0.239350198,2009,43.125,60,3.958333333,870
842,1,2008,2007-08,372,0.356344246,2125,50.625,180,4.291666667,940
850,1,2008,2007-08,634,0.669047619,1316,166.8571429,210,4.857142857,925
860,1,2008,2007-08,5886,0.367663229,38452,61.93493151,200,4.219178082,15424
653,2,2008,2007-08,220,0.492262764,1012,50.95238095,70,NA,522
654,2,2008,2007-08,618,0.884778457,1782,65.73529412,85,NA,848
655,2,2008,2007-08,123,0.488796409,111,103.125,180,NA,258
680,2,2008,2007-08,964,0.623602749,1137,53.26923077,85,3.576923077,1772
681,2,2008,2007-08,323,0.314526783,554,66.33333333,110,3.933333333,1167
685,2,2008,2007-08,728,0.917405866,447,62.14285714,110,5.035714286,896
687,2,2008,2007-08,642,0.788779578,NA,52.63157895,70,7,829
688,2,2008,2007-08,1068,0.567187127,NA,53.75,70,5.166666667,2036
689,2,2008,2007-08,869,0.768053398,NA,53.92857143,70,5.5,1063
708,2,2008,2007-08,596,0.374257197,NA,38.95833333,60,5,1942
709,2,2008,2007-08,583,0.831001392,NA,50.38461538,95,6.5,796
711,2,2008,2007-08,1311,0.73882563,344,60,100,4.625,1880
712,2,2008,2007-08,749,0.522577711,NA,47.05882353,60,4.647058824,1435
719,2,2008,2007-08,3046,0.660112262,NA,74.59756098,100,3.756097561,6244
720,2,2008,2007-08,627,0.246819939,1202,73.30769231,120,3.569230769,3023
737,2,2008,2007-08,170,0.25062912,NA,37.13636364,50,3.272727273,960
738,2,2008,2007-08,436,0.247881247,917,37.82352941,47,3.5,1722
756,2,2008,2007-08,346,0.362385602,991,33.86363636,50,3.545454545,979
757,2,2008,2007-08,166,0.158915187,754,29.82352941,50,3.441176471,1409
813,2,2008,2007-08,452,0.53096878,112,66.11111111,100,4.555555556,851
814,2,2008,2007-08,800,0.593954605,164,87,120,4.4,1243
821,2,2008,2007-08,380,0.426675801,NA,41.08695652,65,4.347826087,934
822,2,2008,2007-08,278,0.435819328,1558,50,60,4.294117647,695
842,2,2008,2007-08,304,0.336631629,1889,56.73913043,170,4.608695652,910
850,2,2008,2007-08,293,0.678197375,554,120,190,4,420
860,2,2008,2007-08,2931,0.348208484,NA,53.02857143,120,3.908571429,8945
653,3,2008,2007-08,148,1.121428571,268,63.92857143,95,4.857142857,269
654,3,2008,2007-08,191,0.676515152,497,71.81818182,85,5.818181818,270
685,3,2008,2007-08,223,1.640349912,260,65.625,90,7.125,199
687,3,2008,2007-08,268,1.182845395,NA,50.625,60,8,235
688,3,2008,2007-08,562,1.042338217,NA,38.84615385,60,5,635
689,3,2008,2007-08,418,1.144027778,83,32.5,60,4.833333333,345
708,3,2008,2007-08,305,0.452315777,NA,40,60,4.9,686
709,3,2008,2007-08,218,0.890028586,NA,43.125,60,7.125,274
711,3,2008,2007-08,407,0.937857143,NA,58.18181818,90,5.363636364,485
712,3,2008,2007-08,272,0.639702381,80,33.125,60,4.25,425
719,3,2008,2007-08,1026,0.762437406,NA,69.2173913,100,3.673913043,1819
737,3,2008,2007-08,64,0.180498834,319,32.6,47,3.2,546
738,3,2008,2007-08,129,0.358156492,237,38.90909091,47,3.545454545,391
756,3,2008,2007-08,317,0.471181184,867,28.8,40,3.5,758
757,3,2008,2007-08,166,0.233593645,1123,25.33333333,40,3.388888889,1394
813,3,2008,2007-08,294,0.745909091,NA,55,100,5.75,364
814,3,2008,2007-08,288,0.889383385,69,68.75,80,5,405
860,3,2008,2007-08,415,0.406016484,2361,45.76923077,120,3.538461538,1099
651,10,2008,2008-09,837,0.651888603,724,37.29411765,50,3.294117647,1250
652,10,2008,2008-09,936,0.831524327,NA,33.33333333,80,3.179487179,1401
653,10,2008,2008-09,2154,0.693469016,NA,28.42342342,90,3.432432432,3270
654,10,2008,2008-09,1876,0.705569219,NA,31.62121212,60,NA,3502
655,10,2008,2008-09,852,0.619890239,NA,29.65517241,60,3.655172414,1399
665,10,2008,2008-09,2378,0.749222488,2811,34.94736842,120,NA,3314
680,10,2008,2008-09,1929,0.888419823,1548,24.125,35,3.4375,2201
683,10,2008,2008-09,665,1.674568526,NA,41.78571429,60,4.428571429,468
684,10,2008,2008-09,1120,0.798878334,NA,34.11764706,40,4.176470588,1633
685,10,2008,2008-09,1700,0.991433747,NA,36.975,60,3.825,2115
686,10,2008,2008-09,210,0.70487013,NA,32.72727273,50,4,301
687,10,2008,2008-09,442,0.874040054,164,32.14285714,50,4.285714286,547
688,10,2008,2008-09,995,0.655163265,253,30.35714286,40,3.857142857,1510
689,10,2008,2008-09,321,0.744444444,74,28.33333333,40,4,430
708,10,2008,2008-09,1317,0.602173517,NA,35.34375,168,3.59375,2660
709,10,2008,2008-09,818,0.703031921,NA,35.32258065,60,4.096774194,1251
711,10,2008,2008-09,1421,0.799935933,331,27.95454545,40,3.772727273,2125
719,10,2008,2008-09,4484,0.673846501,NA,51.67532468,90,3.402597403,6687
720,10,2008,2008-09,2417,0.996313255,6101,54.91803279,140,3.295081967,2835
737,10,2008,2008-09,1098,0.619298246,3120,35.03225806,70,3.129032258,2431
738,10,2008,2008-09,1579,0.708439266,4638,35.3902439,60,3.317073171,2809
756,10,2008,2008-09,4141,0.543596359,NA,33.04819277,50,3.373493976,6858
757,10,2008,2008-09,2378,0.481724774,7728,41.90909091,70,3.337662338,5180
762,10,2008,2008-09,2764,0.899741344,5426,39.10714286,60,3.857142857,2885
765,10,2008,2008-09,769,0.966810333,978,43.33333333,90,3.111111111,802
801,10,2008,2008-09,898,0.540265126,1401,37.2,45,3.466666667,1808
807,10,2008,2008-09,2548,0.750142676,7603,39.72,60,3.54,2622
821,10,2008,2008-09,3537,0.576375304,NA,33.71962617,55,3.457943925,6555
822,10,2008,2008-09,1616,0.592704581,NA,34.88372093,50,3.581395349,2737
829,10,2008,2008-09,1811,1.409835088,3277,107.2222222,150,3.666666667,1078
842,10,2008,2008-09,2747,0.632096582,NA,36.6091954,160,3.436781609,4385
850,10,2008,2008-09,693,0.462624239,NA,58.07692308,130,5.692307692,1460
860,10,2008,2008-09,22687,0.590531555,NA,59.35344828,180,NA,40904
878,10,2008,2008-09,942,0.67649895,3668,38.54716981,110,NA,1471
652,11,2008,2008-09,1034,0.564316747,NA,55.86666667,100,3.311111111,2326
653,11,2008,2008-09,1548,0.551130219,NA,29.67346939,90,3.979591837,3331
654,11,2008,2008-09,1842,0.755944396,NA,43.30337079,85,4.04494382,3791
655,11,2008,2008-09,729,0.383036029,NA,34.88095238,60,3.380952381,1878
665,11,2008,2008-09,4111,0.728577283,NA,43.45283019,120,3.018867925,6010
680,11,2008,2008-09,1762,0.570986125,1948,38.30434783,80,3.043478261,3066
681,11,2008,2008-09,1723,1.085469312,1139,45.88235294,70,4,2073
684,11,2008,2008-09,818,0.402859071,NA,37.40909091,48,3.636363636,3439
685,11,2008,2008-09,1701,0.732223063,NA,45.578125,80,4.046875,2703
686,11,2008,2008-09,502,0.723662246,NA,43.42857143,60,5,663
687,11,2008,2008-09,467,0.614612597,NA,33.88888889,75,4.055555556,827
688,11,2008,2008-09,1528,0.702315511,NA,48.51851852,125,4,2201
689,11,2008,2008-09,539,0.64148226,125,40.29411765,75,3.882352941,856
708,11,2008,2008-09,1244,0.531734283,NA,24.09302326,40,4.837209302,3161
709,11,2008,2008-09,945,0.598882108,NA,33.56410256,60,4.358974359,1653
710,11,2008,2008-09,909,0.808208794,NA,33.51851852,75,3.333333333,1177
711,11,2008,2008-09,2374,0.622985502,556,34.4047619,65,3.80952381,4190
719,11,2008,2008-09,6311,0.626841219,NA,58.02702703,90,3.594594595,8521
720,11,2008,2008-09,3304,1.073003006,5217,62.98529412,140,2.705882353,3309
737,11,2008,2008-09,1696,0.386807945,6232,36.16216216,80,2.702702703,5578
738,11,2008,2008-09,1671,0.393007321,NA,35.20779221,60,3,4317
756,11,2008,2008-09,3791,0.322636693,14402,34.30597015,50,3.059701493,10987
757,11,2008,2008-09,3942,0.35208425,NA,39.9378882,75,2.98757764,11994
762,11,2008,2008-09,838,0.327337789,1440,39.44444444,40,3.944444444,2125
765,11,2008,2008-09,501,0.386036416,482,58.75,100,2.5625,1321
801,11,2008,2008-09,1077,0.408946704,NA,36.97058824,85,2.882352941,3411
807,11,2008,2008-09,932,0.605477048,3126,43.66666667,60,3.866666667,1608
814,11,2008,2008-09,1066,0.626788134,370,78.33333333,150,4.2,1648
821,11,2008,2008-09,1731,0.424475466,7581,41.39534884,65,3.790697674,4602
822,11,2008,2008-09,1071,0.506742754,7351,39.625,60,3.825,2272
829,11,2008,2008-09,722,0.65962963,2124,162.2222222,200,3.444444444,1055
842,11,2008,2008-09,1809,0.541123737,7807,45.96590909,180,3.875,3644
850,11,2008,2008-09,979,0.543213849,3481,90.78947368,180,3.526315789,2061
860,11,2008,2008-09,19115,0.462195473,NA,60.38176198,180,NA,42800
652,12,2008,2008-09,662,0.434972146,1966,76.89655172,110,3.862068966,1701
653,12,2008,2008-09,428,0.275603495,NA,35.84444444,70,4.666666667,1727
654,12,2008,2008-09,598,0.413404977,NA,52.63157895,85,4.684210526,2201
655,12,2008,2008-09,281,0.30808968,NA,65.8,180,4.08,1127
665,12,2008,2008-09,1839,0.551012718,3396,40.15584416,59,NA,3795
680,12,2008,2008-09,620,0.447136868,812,52.11111111,88,3.111111111,1524
681,12,2008,2008-09,1757,0.860363549,1674,52.91666667,90,4.291666667,2597
684,12,2008,2008-09,763,0.442210234,NA,45,60,4.695652174,2479
685,12,2008,2008-09,1084,0.757681873,NA,62.97674419,100,5.162790698,1930
686,12,2008,2008-09,626,0.498566903,NA,68.92857143,90,4.678571429,1342
687,12,2008,2008-09,761,0.711835972,NA,66.85185185,85,4.925925926,1183
688,12,2008,2008-09,2540,0.890033955,NA,63.75,85,5.083333333,2877
689,12,2008,2008-09,1511,0.850452464,497,66.92307692,90,5.076923077,1790
708,12,2008,2008-09,479,0.335870791,NA,32.58333333,80,5.916666667,1705
709,12,2008,2008-09,509,0.455201938,NA,37,60,6.206896552,1173
710,12,2008,2008-09,605,0.830032411,NA,48.04347826,80,4.913043478,734
711,12,2008,2008-09,2586,0.743989346,NA,58.31111111,90,5.066666667,3636
712,12,2008,2008-09,905,0.604373898,NA,58.33333333,70,5.666666667,1586
719,12,2008,2008-09,6908,0.592813861,NA,67.46043165,100,3.913669065,10716
720,12,2008,2008-09,2156,0.75386727,4244,80.82089552,150,3.149253731,3962
737,12,2008,2008-09,1211,0.260150586,5287,36.42105263,80,3.039473684,5248
738,12,2008,2008-09,1062,0.351854296,NA,33.63076923,70,3.230769231,3342
739,12,2008,2008-09,403,0.652132649,304,63.21428571,100,2.714285714,636
756,12,2008,2008-09,2994,0.325579853,NA,35.15178571,60,3.223214286,9261
757,12,2008,2008-09,2417,0.278631806,9943,42.2244898,90,3.224489796,8573
762,12,2008,2008-09,740,0.322088908,1760,69.2,190,4.16,2318
801,12,2008,2008-09,642,0.39488895,NA,36.40625,45,3.25,2031
807,12,2008,2008-09,394,0.346203208,1861,53.23076923,60,5.230769231,1158
813,12,2008,2008-09,1445,0.747350607,528,78.33333333,100,5.25,1930
821,12,2008,2008-09,1074,0.488221861,4712,45.27272727,65,4.109090909,2276
822,12,2008,2008-09,715,0.548983679,5172,41.25,60,4.357142857,1302
842,12,2008,2008-09,1437,0.549085832,6281,53.91358025,180,4.345679012,2949
850,12,2008,2008-09,435,0.368093972,1990,97.22222222,210,5.888888889,1256
860,12,2008,2008-09,11104,0.381662008,NA,61.02658487,180,3.918200409,30319
877,12,2008,2008-09,369,0.403798701,779,41.36363636,55,3.545454545,800
878,12,2008,2008-09,418,0.336493335,2401,45.81632653,120,3.836734694,1190
651,1,2009,2008-09,119,0.271574815,165,57.77777778,120,4,561
653,1,2009,2008-09,78,0.234688057,209,51.47058824,80,4.529411765,482
654,1,2009,2008-09,204,0.226110998,NA,53.4375,65,4.3125,937
665,1,2009,2008-09,255,0.316564449,573,43,84,4.055555556,898
680,1,2009,2008-09,989,0.4058664,1301,60.30434783,301,3.130434783,2643
681,1,2009,2008-09,1095,0.565925711,1356,61.94444444,100,3.555555556,2321
684,1,2009,2008-09,336,0.374734086,NA,58.82352941,100,5.117647059,1249
685,1,2009,2008-09,788,0.507496778,NA,72.02380952,120,5.238095238,2062
686,1,2009,2008-09,476,0.392473329,NA,80.27586207,180,4.551724138,1421
687,1,2009,2008-09,577,0.528369737,237,67.4137931,80,5.172413793,1226
688,1,2009,2008-09,1959,0.512398201,NA,57.04081633,90,4.448979592,3586
689,1,2009,2008-09,1378,0.482596905,NA,62.14285714,90,4.457142857,2843
708,1,2009,2008-09,677,0.341555065,743,69.52380952,120,4.714285714,2201
709,1,2009,2008-09,448,0.404801072,NA,54.21052632,150,5.578947368,1200
710,1,2009,2008-09,446,0.531420763,NA,46.66666667,80,5.407407407,888
711,1,2009,2008-09,1761,0.535426329,NA,68.25,100,5.45,3317
712,1,2009,2008-09,1058,0.438999472,NA,59.44444444,75,4.814814815,2435
719,1,2009,2008-09,3487,0.400424067,NA,74.90322581,250,3.606451613,9598
737,1,2009,2008-09,310,0.243436744,927,35.86486486,80,3.351351351,1276
738,1,2009,2008-09,568,0.246150796,NA,54.35185185,250,3.314814815,2598
740,1,2009,2008-09,660,0.693742804,NA,100,250,3.928571429,961
756,1,2009,2008-09,1492,0.277853701,5024,36.84482759,50,3.206896552,5500
757,1,2009,2008-09,697,0.252533356,2552,40.57746479,80,3.704225352,2927
765,1,2009,2008-09,326,0.242575758,133,65.45454545,90,3.181818182,1715
801,1,2009,2008-09,422,0.34413239,NA,38.10344828,65,2.931034483,1613
807,1,2009,2008-09,265,0.365129149,829,45.55555556,60,4.777777778,838
821,1,2009,2008-09,750,0.404867424,NA,45.41666667,65,3.8125,2205
822,1,2009,2008-09,751,0.416374269,NA,35.02631579,66,4.078947368,1625
842,1,2009,2008-09,693,0.348253027,NA,37.3943662,60,3.971830986,2070
850,1,2009,2008-09,708,0.452689821,2245,148,180,3.4,1500
860,1,2009,2008-09,5437,0.307056569,NA,58.68159204,150,3.766169154,18872
878,1,2009,2008-09,448,0.427877801,NA,55.66666667,160,5,784
680,2,2009,2008-09,556,0.364596947,836,48.47368421,100,3.315789474,1542
684,2,2009,2008-09,344,0.373272259,NA,67.05882353,120,4.705882353,1066
685,2,2009,2008-09,830,0.542087602,NA,66.95454545,120,5.5,2047
686,2,2009,2008-09,483,0.496362084,NA,72.18181818,150,4.636363636,1154
687,2,2009,2008-09,421,0.549088338,174,64.72222222,80,5.611111111,850
688,2,2009,2008-09,1704,0.553910759,NA,51.65909091,90,NA,3166
689,2,2009,2008-09,1134,0.541965937,NA,58.96774194,95,NA,2221
708,2,2009,2008-09,945,0.457833882,1509,62.69230769,120,4.884615385,2270
709,2,2009,2008-09,217,0.551160161,NA,58.82352941,150,7.176470588,490
710,2,2009,2008-09,272,0.575637041,NA,45.52631579,75,6.052631579,472
711,2,2009,2008-09,1270,0.545549616,NA,53.48837209,100,5.674418605,2212
712,2,2009,2008-09,497,0.372686678,NA,51.19047619,60,5.285714286,1410
719,2,2009,2008-09,3853,0.512878914,NA,72.08928571,100,3.919642857,8147
720,2,2009,2008-09,730,0.286673921,1846,79.2962963,140,3.111111111,2280
737,2,2009,2008-09,383,0.329673571,1274,36.10714286,50,3.428571429,1212
738,2,2009,2008-09,563,0.299226798,NA,44.68181818,250,3.204545455,1882
740,2,2009,2008-09,572,0.534133719,NA,99.13636364,130,4,1107
756,2,2009,2008-09,1781,0.348566491,8732,39.41538462,140,3.430769231,5115
757,2,2009,2008-09,590,0.22775554,2642,41.3559322,140,3.525423729,2811
765,2,2009,2008-09,326,0.421507937,NA,61.11111111,90,3.888888889,1325
807,2,2009,2008-09,83,0.297994987,636,37.85714286,50,4.285714286,281
821,2,2009,2008-09,729,0.411678379,3502,36.125,60,4.925,1947
822,2,2009,2008-09,840,0.543356307,5080,25.95833333,40,4.416666667,1494
842,2,2009,2008-09,504,0.378962848,2853,35,60,4.921568627,1303
860,2,2009,2008-09,2811,0.336031678,NA,53.5,180,3.950892857,9268
878,2,2009,2008-09,269,0.291985392,1151,43.47826087,60,4.217391304,707
680,3,2009,2008-09,169,0.385277778,229,35,40,3.5,320
684,3,2009,2008-09,57,0.467324561,NA,61.66666667,120,4.5,229
688,3,2009,2008-09,760,0.824185785,NA,39.26315789,85,4.315789474,968
689,3,2009,2008-09,663,0.970628031,NA,37.16666667,75,4.75,724
708,3,2009,2008-09,364,0.524459711,503,48.05555556,120,4.222222222,944
711,3,2009,2008-09,424,1.028534011,NA,45.73333333,100,5.333333333,433
719,3,2009,2008-09,631,0.475164669,NA,76.8,100,3.355555556,2205
737,3,2009,2008-09,142,0.309679759,540,32.26666667,45,3.066666667,592
738,3,2009,2008-09,99,0.194215363,408,37.36842105,70,3.526315789,550
756,3,2009,2008-09,422,0.305077359,1120,34.38095238,50,2.904761905,1562
757,3,2009,2008-09,273,0.237253518,1594,33.07407407,45,2.962962963,1600
821,3,2009,2008-09,362,0.381108059,2930,34.42307692,60,3.615384615,860
822,3,2009,2008-09,369,0.420942576,3026,30.38461538,60,3.384615385,855
842,3,2009,2008-09,223,0.360399844,1285,27.42857143,55,4.035714286,604
860,3,2009,2008-09,953,0.318255701,9731,46.76842105,120,3.326315789,2939
651,10,2009,2009-10,1223,1.052522975,1082,37.11764706,50,2.882352941,1166
652,10,2009,2009-10,2558,1.209771589,2754,29,80,2.803921569,2836
653,10,2009,2009-10,5468,0.986941138,4652,26.67763158,60,3.138157895,6312
654,10,2009,2009-10,4150,1.063996042,3489,31.75438596,60,3.333333333,6165
655,10,2009,2009-10,1620,1.016777088,1601,25.10869565,55,3.195652174,1785
665,10,2009,2009-10,3309,1.051745432,3761,35.28571429,50,2.904761905,3534
680,10,2009,2009-10,2487,0.904699189,2697,32.66666667,60,3.285714286,2882
681,10,2009,2009-10,3133,0.952058423,3568,39.25925926,80,3.222222222,3079
683,10,2009,2009-10,615,1.36354468,NA,41.92307692,60,4,484
684,10,2009,2009-10,1817,0.758909715,NA,43.33333333,70,2.80952381,2355
685,10,2009,2009-10,1238,0.911613973,NA,42.61538462,90,3.025641026,1212
686,10,2009,2009-10,317,0.77202381,NA,26.875,60,3.75,407
687,10,2009,2009-10,459,0.557415584,NA,35.25,60,3.2,864
708,10,2009,2009-10,1713,0.581405528,NA,19.92682927,30,2.731707317,3300
709,10,2009,2009-10,1229,0.699699308,NA,32.2173913,60,2.739130435,1843
710,10,2009,2009-10,561,0.752505042,NA,27.22222222,50,2.62962963,777
711,10,2009,2009-10,1921,0.749003299,NA,26.875,60,2.833333333,3100
719,10,2009,2009-10,7712,0.841690582,NA,49.42268041,100,NA,9023
720,10,2009,2009-10,3955,0.809880203,9091,50.73076923,150,2.519230769,5487
737,10,2009,2009-10,3253,0.744203507,NA,37.09302326,65,2.779069767,4366
738,10,2009,2009-10,2711,0.587594393,8997,34.35,50,2.666666667,4555
756,10,2009,2009-10,6808,0.57201428,21416,34.45217391,50,2.808695652,10866
757,10,2009,2009-10,5646,0.606246037,14817,40.37419355,80,2.741935484,9942
762,10,2009,2009-10,3091,1.050324813,5715,34.73684211,50,3.315789474,2880
801,10,2009,2009-10,1075,0.482070539,2401,37.67647059,55,3.176470588,1856
807,10,2009,2009-10,1979,1.105405293,3858,44,80,3.68,1805
821,10,2009,2009-10,6623,0.660253525,24763,35.67479675,60,3.040650407,10534
822,10,2009,2009-10,1378,0.827362484,4594,37.18918919,60,3.459459459,1766
842,10,2009,2009-10,4665,0.721150794,NA,35.42201835,100,3.110091743,5953
860,10,2009,2009-10,37988,0.746191147,NA,54.43398876,180,NA,50938
867,10,2009,2009-10,1267,0.847021065,5918,59,125,2.8,1491
877,10,2009,2009-10,1224,0.566048435,NA,37.39130435,50,2.869565217,2102
652,11,2009,2009-10,1228,0.718034896,2142,43.02083333,95,3.395833333,2004
653,11,2009,2009-10,2043,0.501803881,NA,34.65625,75,4.140625,4723
654,11,2009,2009-10,1928,0.659430557,NA,38.73913043,60,4.226086957,4945
655,11,2009,2009-10,532,0.440639954,NA,33.4,50,3.78,1596
665,11,2009,2009-10,2935,0.637703528,NA,38.74117647,55,3,4696
680,11,2009,2009-10,2668,0.746113162,3833,36.70833333,70,2.833333333,4012
681,11,2009,2009-10,2345,0.982422073,1858,48.57142857,70,3.785714286,2775
683,11,2009,2009-10,492,1.381298491,NA,49.28571429,65,4.928571429,482
684,11,2009,2009-10,858,0.490122653,NA,41.52173913,60,3.52173913,2290
685,11,2009,2009-10,1604,0.768368195,NA,57.75510204,90,4.081632653,2063
686,11,2009,2009-10,379,0.507866826,NA,56.90909091,90,4.818181818,665
687,11,2009,2009-10,1021,0.544437696,NA,55.67567568,80,NA,1851
688,11,2009,2009-10,1190,0.555525336,NA,48.33333333,80,3.833333333,2225
689,11,2009,2009-10,791,0.622176871,NA,53.0952381,90,3.952380952,1320
708,11,2009,2009-10,1089,0.455525693,NA,21.33333333,30,NA,2781
709,11,2009,2009-10,807,0.48902207,NA,32.51111111,60,NA,1649
710,11,2009,2009-10,850,0.675790337,NA,33.08823529,50,3.558823529,1311
711,11,2009,2009-10,2199,0.763057191,471,27.63157895,80,3.5,3580
712,11,2009,2009-10,467,0.544333333,92,39.5,60,3.7,860
719,11,2009,2009-10,5826,0.498413467,NA,63.8203125,230,3.203125,11812
